Fagkode;Fylke;Skolenavn;20-21.SE.G.SK;20-21.SE.G.AE;20-21.SE.J.SK;20-21.SE.J.AE;20-21.SP.G.SK;20-21.SP.G.AE;20-21.SP.J.SK;20-21.SP.J.AE;21-22.SE.G.SK;21-22.SE.G.AE;21-22.SE.J.SK;21-22.SE.J.AE;21-22.SP.G.SK;21-22.SP.G.AE;21-22.SP.J.SK;21-22.SP.J.AE;22-23.SE.G.SK;22-23.SE.G.AE;22-23.SE.J.SK;22-23.SE.J.AE;22-23.SP.G.SK;22-23.SP.G.AE;22-23.SP.J.SK;22-23.SP.J.AE;23-24.SE.G.SK;23-24.SE.G.AE;23-24.SE.J.SK;23-24.SE.J.AE;23-24.SP.G.SK;23-24.SP.G.AE;23-24.SP.J.SK;23-24.SP.J.AE;24-25.SE.G.SK;24-25.SE.G.AE;24-25.SE.J.SK;24-25.SE.J.AE;24-25.SP.G.SK;24-25.SP.G.AE;24-25.SP.J.SK;24-25.SP.J.AE
NOR1267;Nordland - Nordlánnda;Brønnøysund videregående skole;;;;;;;;;;;;;;;;;*;*;*;*;4,0;14;4,4;23;3,7;11;3,4;16;4,4;11;3,9;16;3,4;7;4,2;17;3,6;7;4,1;17
NOR1267;Nordland - Nordlánnda;Fauske videregående skole;;;;;;;;;;;;;;;;;*;*;*;*;4,2;13;4,5;13;*;*;*;*;*;*;*;*;3,2;11;3,8;14;3,9;11;4,4;14
NOR1267;Nordland - Nordlánnda;Hadsel videregående skole;;;;;;;;;;;;;;;;;;;4,6;7;3,6;11;4,3;12;3,1;13;4,1;15;3,2;13;4,3;15;3,4;14;3,8;12;3,1;14;4,0;12
NOR1267;Nordland - Nordlánnda;Knut Hamsun videregående skole Joarkkaskåvllå;;;;;;;;;;;;;;;;;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*
NOR1267;Nordland - Nordlánnda;Kristen videregående skole Nordland Sti;;;;;;;;;;;;;;;;;*;*;;;*;*;*;*;;;*;*;;;*;*;*;*;*;*;*;*;*;*
NOR1267;Nordland - Nordlánnda;Meløy videregående skole;;;;;;;;;;;;;;;;;;;;;3,8;8;4,5;11;4,4;10;4,0;15;3,6;10;4,1;15;*;*;*;*;*;*;*;*
NOR1267;Nordland - Nordlánnda;Mosjøen videregående skole;;;;;;;;;;;;;;;;;*;*;*;*;4,0;19;4,5;22;3,1;16;3,5;19;3,9;16;4,6;18;3,6;9;4,4;18;3,7;9;4,6;18
NOR1267;Nordland - Nordlánnda;Narvik videregående skole;;;;;;;;;;;;;;;;;*;*;4,5;16;*;*;*;*;3,8;28;3,8;52;3,9;28;4,0;54;4,0;22;4,2;45;3,8;22;4,3;45
NOR1267;Nordland - Nordlánnda;Norges Toppidrettsgymnas Bodø AS;;;;;;;;;;;;;;;;;*;*;3,6;13;*;*;*;*;2,6;12;*;*;4,1;12;*;*;*;*;*;*;*;*;*;*
NOR1267;Nordland - Nordlánnda;Polarsirkelen videregående skole;;;;;;;;;;;;;;;;;*;*;*;*;3,6;51;4,1;52;3,5;36;3,9;60;3,4;36;4,4;60;3,5;26;4,1;40;3,3;27;4,3;40
NOR1267;Nordland - Nordlánnda;Saltdal videregående skole;;;;;;;;;;;;;;;;;*;*;*;*;*;*;*;*;3,4;9;4,0;11;3,3;9;4,8;11;3,9;7;3,6;12;4,0;7;3,8;12
NOR1267;Nordland - Nordlánnda;Sandnessjøen videregående skole;;;;;;;;;;;;;;;;;*;*;5,0;6;3,9;15;4,5;22;*;*;*;*;*;*;*;*;3,6;14;4,1;28;4,2;15;4,6;28
NOR1267;Nordland - Nordlánnda;Sortland videregående skole avd Sortland;;;;;;;;;;;;;;;;;*;*;*;*;3,4;11;4,0;44;3,5;18;4,1;24;3,2;18;4,3;24;3,9;18;4,0;29;3,9;18;4,0;29
NOR1267;Nordland - Nordlánnda;Vest-Lofoten videregående skole;;;;;;;;;;;;;;;;;*;*;*;*;3,8;17;4,0;25;3,1;11;3,5;31;3,6;11;4,3;31;*;*;*;*;*;*;*;*
NOR1267;Oslo;Alle skoler;;;;;;;;;;;;;;;;;4,4;574;4,7;746;4,0;1 855;4,4;2 100;3,5;1 829;3,9;2 211;3,9;1 886;4,4;2 263;3,5;1 846;3,9;2 236;3,9;1 887;4,4;2 278
NOR1267;Oslo;Akademiet Oslo AS;;;;;;;;;;;;;;;;;*;*;*;*;3,9;28;4,1;43;3,0;33;3,4;65;3,2;33;4,0;65;2,7;50;3,2;55;3,5;50;4,3;56
NOR1267;Oslo;Akademiet Vgs Bislett AS;;;;;;;;;;;;;;;;;*;*;*;*;3,4;18;4,2;42;*;*;*;*;*;*;*;*;3,6;12;3,7;40;3,9;12;4,4;41
NOR1267;Oslo;Bjerke videregående skole;;;;;;;;;;;;;;;;;4,7;7;4,6;7;3,7;72;4,2;83;2,7;73;3,3;98;3,6;76;4,2;99;2,8;102;3,5;96;3,6;104;4,2;96
NOR1267;Oslo;Bjørnholt videregående skole;;;;;;;;;;;;;;;;;*;*;3,8;6;*;*;*;*;2,7;25;2,9;51;3,0;25;3,4;51;3,0;30;3,1;49;3,2;30;3,9;49
NOR1267;Oslo;Blindern videregående skole;;;;;;;;;;;;;;;;;3,8;88;3,9;41;4,1;147;4,3;68;3,8;129;4,0;72;4,1;129;4,5;74;3,8;98;4,1;73;4,0;123;4,3;97
NOR1267;Oslo;Den Tysk-Norske skolen i Oslo avd grunnskole Sporveisgata;;;;;;;;;;;;;;;;;;;*;*;3,7;7;4,5;13;*;*;*;*;*;*;*;*;3,1;7;4,4;9;3,9;7;4,8;9
NOR1267;Oslo;Edvard Munch videregående skole;;;;;;;;;;;;;;;;;*;*;*;*;4,1;25;4,4;99;3,8;19;4,2;110;3,9;19;4,3;111;4,2;30;4,4;90;4,3;31;4,5;91
NOR1267;Oslo;Elvebakken videregående skole;;;;;;;;;;;;;;;;;4,8;38;5,0;112;4,9;54;5,1;135;4,5;68;4,9;118;4,7;69;5,0;119;4,7;52;4,8;132;5,0;52;5,0;132
NOR1267;Oslo;Foss videregående skole;;;;;;;;;;;;;;;;;*;*;*;*;4,5;60;4,7;127;4,0;74;4,5;142;4,4;75;4,8;143;4,0;83;4,3;160;4,2;84;4,5;162
NOR1267;Oslo;Fyrstikkalleen skole;;;;;;;;;;;;;;;;;*;*;4,3;10;4,0;55;4,3;89;3,2;58;3,6;75;3,7;59;4,0;75;3,2;70;3,4;73;3,4;73;4,0;73
NOR1267;Oslo;Hartvig Nissens skole;;;;;;;;;;;;;;;;;*;*;*;*;4,2;53;4,5;84;3,2;45;3,8;90;4,1;46;4,6;90;3,6;46;3,9;83;4,0;46;4,4;85
NOR1267;Oslo;Hellerud videregående skole;;;;;;;;;;;;;;;;;*;*;*;*;3,1;55;3,5;72;2,6;42;2,8;70;3,0;43;3,6;74;2,5;35;2,9;64;3,2;36;3,5;63
NOR1267;Oslo;Heltberg private gymnas;;;;;;;;;;;;;;;;;*;*;*;*;3,6;45;4,2;28;2,8;40;3,1;47;4,0;41;4,5;47;2,8;34;3,3;31;3,8;34;4,2;31
NOR1267;Oslo;Hersleb videregående skole;;;;;;;;;;;;;;;;;*;*;*;*;3,3;36;3,9;58;2,5;19;2,9;26;2,7;19;3,2;27;2,2;32;2,8;43;2,6;32;3,3;43
NOR1267;Oslo;Kongshavn videregående skole;;;;;;;;;;;;;;;;;4,4;14;4,0;16;4,0;78;4,3;48;3,1;77;3,7;60;3,4;78;4,3;60;3,4;75;3,8;66;3,6;75;4,3;67
NOR1267;Oslo;Kongsskogen videregående skole;;;;;;;;;;;;;;;;;4,2;6;4,4;8;3,8;6;4,1;10;*;*;*;*;*;*;*;*;*;*;3,8;17;*;*;4,3;16
NOR1267;Oslo;Kristelig gymnasium AS videregående skole;;;;;;;;;;;;;;;;;4,1;26;5,0;33;3,8;85;4,6;90;3,4;67;4,0;110;4,0;68;4,6;111;3,9;71;4,1;108;4,1;72;4,5;108
NOR1267;Oslo;Kuben videregående skole;;;;;;;;;;;;;;;;;*;*;*;*;3,4;67;3,8;75;3,1;54;3,3;72;3,6;55;3,9;72;2,8;48;3,4;77;3,1;48;3,8;77
NOR1267;Oslo;Lambertseter videregående skole;;;;;;;;;;;;;;;;;*;*;*;*;4,1;130;4,4;90;3,8;127;4,1;89;4,0;128;4,5;90;3,4;131;3,7;93;4,0;132;4,2;94
NOR1267;Oslo;Nydalen videregående skole;;;;;;;;;;;;;;;;;*;*;*;*;4,7;97;4,9;82;4,5;94;4,5;89;4,6;95;4,6;90;4,5;86;4,4;103;4,7;86;5,0;106
NOR1267;Oslo;Oslo Handelsgymnasium;;;;;;;;;;;;;;;;;4,0;33;4,8;43;3,9;143;4,6;130;3,2;149;3,5;116;3,8;150;4,1;118;3,3;124;3,8;124;3,7;125;4,3;124
NOR1267;Oslo;Oslo katedralskole;;;;;;;;;;;;;;;;;4,5;70;4,7;87;4,7;81;5,1;96;4,2;59;4,6;118;4,7;59;5,1;118;4,3;79;4,5;100;4,6;79;5,0;101
NOR1267;Oslo;Oslo private gymnasium AS;;;;;;;;;;;;;;;;;*;*;*;*;4,4;30;4,6;33;;;;;4,2;37;4,8;28;3,6;26;4,1;38;3,9;27;4,6;39
NOR1267;Oslo;Otto Treider private gymnas AS;;;;;;;;;;;;;;;;;3,7;14;4,0;17;3,1;38;3,4;53;3,3;40;3,7;49;3,2;40;4,1;50;3,0;26;3,8;43;2,7;26;3,6;44
NOR1267;Oslo;Persbråten videregående skole;;;;;;;;;;;;;;;;;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;3,5;30;*;*;4,0;30
NOR1267;Oslo;Stovner videregående skole;;;;;;;;;;;;;;;;;*;*;*;*;3,4;38;4,0;63;2,5;31;3,1;64;3,0;33;3,6;65;2,8;29;3,4;58;2,8;31;3,9;59
NOR1267;Oslo;Ullern videregående skole;;;;;;;;;;;;;;;;;*;*;*;*;4,7;104;4,8;116;4,3;106;4,6;112;4,4;107;4,8;112;4,3;96;4,4;120;4,5;97;4,9;120
NOR1267;Oslo;Ulsrud videregående skole;;;;;;;;;;;;;;;;;*;*;4,2;6;2,9;12;3,5;18;2,9;15;3,2;22;2,6;15;3,6;23;3,1;7;*;*;3,6;7;*;*
NOR1267;Oslo;Valle Hovin videregående skole;;;;;;;;;;;;;;;;;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*
NOR1267;Oslo;Vika videregående skole;;;;;;;;;;;;;;;;;;;;;;;;;3,0;96;3,4;79;3,7;96;4,1;81;3,7;68;3,7;79;4,2;68;4,3;80
NOR1267;Oslo;Wang videregående Skole/ Wang Toppidrett;;;;;;;;;;;;;;;;;4,8;28;5,1;21;3,8;121;4,3;89;3,4;97;3,9;111;3,9;97;4,5;111;3,7;122;4,3;93;3,8;122;4,4;94
NOR1267;Rogaland;Alle skoler;;;;;;;;;;;;;;;;;4,3;240;4,7;307;3,9;921;4,3;1 123;3,5;865;3,8;1 171;3,8;870;4,3;1 178;3,5;883;3,9;1 168;3,8;887;4,3;1 174
NOR1267;Rogaland;Akademiet Sandnes;;;;;;;;;;;;;;;;;*;*;*;*;3,4;18;3,7;35;*;*;*;*;*;*;*;*;3,0;28;3,5;26;3,5;29;4,3;26
NOR1267;Rogaland;Bryne vidaregåande skule;;;;;;;;;;;;;;;;;*;*;*;*;3,2;59;4,1;103;3,1;44;3,3;88;3,7;46;4,3;88;3,3;57;3,8;88;3,7;57;4,4;89
NOR1267;Rogaland;Dalane videregående skole;;;;;;;;;;;;;;;;;*;*;*;*;3,6;41;4,3;27;3,3;28;3,7;38;3,0;28;3,8;38;3,3;22;3,9;40;3,1;22;4,0;40
NOR1267;Rogaland;Forus friskole - Vgs;;;;;;;;;;;;;;;;;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;;;;;;;;
NOR1267;Rogaland;Haugesund Toppidrettsgymnas AS;;;;;;;;;;;;;;;;;*;*;*;*;3,8;41;4,4;36;3,5;35;4,1;40;3,5;35;4,2;40;3,6;45;3,7;27;3,9;45;4,3;27
NOR1267;Rogaland;Hetland videregående skole;;;;;;;;;;;;;;;;;*;*;*;*;3,8;76;4,0;83;3,5;86;3,9;75;3,6;86;4,0;75;*;*;*;*;*;*;*;*
NOR1267;Rogaland;Hollenderhaugen skolesenter;;;;;;;;;;;;;;;;;;;;;;;;;;;*;*;;;*;*;;;*;*;;;*;*
NOR1267;Rogaland;Kopervik videregående skole;;;;;;;;;;;;;;;;;*;*;*;*;3,9;25;4,5;32;3,5;24;3,9;35;4,0;24;4,1;35;3,1;17;3,9;43;3,6;17;4,3;43
NOR1267;Rogaland;Lundeneset Vgs;;;;;;;;;;;;;;;;;;;;;4,2;9;4,7;23;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*
NOR1267;Rogaland;Møllehagen skolesenter grunnskole og videregående skole;;;;;;;;;;;;;;;;;*;*;;;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*
NOR1267;Rogaland;Norheim Vgs AS;;;;;;;;;;;;;;;;;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*
NOR1267;Rogaland;Randaberg videregående skole;;;;;;;;;;;;;;;;;3,0;7;4,0;16;3,6;34;4,1;44;2,7;33;3,1;35;2,8;34;3,4;36;2,7;42;3,3;53;3,0;42;3,9;53
NOR1267;Rogaland;Sandnes videregående skole;;;;;;;;;;;;;;;;;4,2;35;4,5;44;4,1;108;4,6;119;3,5;98;4,0;132;3,8;100;4,3;133;3,5;93;3,8;133;3,9;93;4,2;133
NOR1267;Rogaland;Sauda vidaregåande skule;;;;;;;;;;;;;;;;;*;*;*;*;4,3;24;4,7;15;2,8;12;3,7;21;3,6;12;4,5;21;3,2;17;3,8;24;3,6;17;4,4;24
NOR1267;Rogaland;Skeisvang videregående skole;;;;;;;;;;;;;;;;;*;*;*;*;4,0;52;*;*;3,8;45;4,1;81;4,2;45;4,2;82;3,9;65;4,1;68;3,9;65;4,4;68
NOR1267;Rogaland;Sola videregående skole;;;;;;;;;;;;;;;;;*;*;*;*;3,4;45;3,7;37;3,4;42;3,1;36;3,7;42;3,6;37;3,2;52;3,6;43;3,5;52;4,0;44
NOR1267;Rogaland;St Svithun videregående skole;;;;;;;;;;;;;;;;;*;*;*;*;4,1;115;4,5;110;3,6;109;3,8;119;4,1;109;4,6;120;3,8;107;4,1;125;4,0;107;4,6;125
NOR1267;Rogaland;St. Olav videregående skole;;;;;;;;;;;;;;;;;4,9;28;5,0;27;4,6;98;4,9;126;3,9;97;4,2;121;4,2;97;4,6;122;4,0;94;4,1;127;4,5;94;4,8;127
NOR1267;Rogaland;Stavanger katedralskole;;;;;;;;;;;;;;;;;*;*;*;*;4,0;40;4,6;74;4,0;32;4,5;80;4,2;32;4,7;80;3,7;37;4,0;80;4,3;38;4,4;81
NOR1267;Rogaland;Strand videregående skole;;;;;;;;;;;;;;;;;3,8;10;3,9;8;3,9;30;4,1;37;3,1;23;3,5;38;4,0;23;4,3;38;3,2;23;3,6;23;3,4;23;4,0;23
NOR1267;Rogaland;Tryggheim vidaregåande skule;;;;;;;;;;;;;;;;;*;*;*;*;4,1;20;4,4;28;3,9;34;3,8;56;4,4;34;4,2;56;3,6;24;4,3;29;3,8;24;4,3;29
NOR1267;Rogaland;Vardafjell videregående skole;;;;;;;;;;;;;;;;;*;*;*;*;3,8;30;3,7;46;*;*;*;*;*;*;*;*;3,6;40;4,1;67;3,5;42;4,1;67
NOR1267;Rogaland;Wang Toppidrett Stavanger AS;;;;;;;;;;;;;;;;;*;*;*;*;4,0;35;3,9;32;3,6;29;4,2;28;3,3;29;4,3;28;3,5;29;4,0;24;3,6;29;4,4;24
NOR1267;Rogaland;Ølen vidaregåande skule;;;;;;;;;;;;;;;;;*;*;*;*;*;*;3,9;18;3,5;12;*;*;3,3;12;*;*;3,3;12;4,0;21;3,4;12;4,6;21
NOR1267;Telemark;Alle skoler;;;;;;;;;;;;;;;;;;;;;;;;;3,3;288;3,8;395;3,8;292;4,4;397;3,5;271;3,7;305;3,9;272;4,3;306
NOR1267;Telemark;Bamble videregående skole;;;;;;;;;;;;;;;;;4,0;6;4,4;22;3,7;23;3,7;35;3,3;16;3,7;27;3,4;17;4,3;28;*;*;*;*;*;*;*;*
NOR1267;Telemark;Bø vidaregåande skule;;;;;;;;;;;;;;;;;4,3;10;*;*;4,3;32;4,9;36;3,3;35;3,9;42;4,0;35;4,8;42;3,4;40;3,7;35;4,2;40;4,2;35
NOR1267;Telemark;Kragerø videregående skole;;;;;;;;;;;;;;;;;*;*;*;*;3,7;6;4,0;17;*;*;*;*;*;*;*;*;3,7;10;3,8;16;4,1;10;4,3;16
NOR1267;Telemark;Kvitsund gymnas;;;;;;;;;;;;;;;;;*;*;*;*;4,1;15;4,6;28;3,4;21;4,4;18;3,9;21;4,8;18;3,6;13;4,0;23;4,0;13;4,7;23
NOR1267;Telemark;Notodden videregående skole;;;;;;;;;;;;;;;;;3,8;10;3,8;6;3,3;26;3,4;15;3,1;21;4,0;30;3,1;21;4,1;30;3,0;22;*;*;3,8;22;*;*
NOR1267;Telemark;Porsgrunn videregående skole;;;;;;;;;;;;;;;;;3,8;21;5,0;41;3,6;50;4,7;83;3,2;57;3,6;68;3,8;57;4,1;68;*;*;3,9;52;*;*;4,3;52
NOR1267;Telemark;Rjukan videregående skole;;;;;;;;;;;;;;;;;*;*;*;*;4,2;9;4,6;15;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*
NOR1267;Telemark;Skien videregående skole;;;;;;;;;;;;;;;;;*;*;*;*;3,9;80;4,5;134;3,3;87;3,7;139;3,9;90;4,4;140;3,6;85;3,6;103;3,8;86;4,1;103
NOR1267;Telemark;Stiftelsen Telemark Toppidrett gymnas;;;;;;;;;;;;;;;;;3,5;24;4,3;14;3,9;38;4,5;28;3,1;38;3,6;33;3,7;38;4,5;33;3,7;50;3,9;30;3,7;50;4,5;30
NOR1267;Telemark;Vest-Telemark vidaregåande skule;;;;;;;;;;;;;;;;;;;*;*;*;*;*;*;*;*;*;*;*;*;*;*;;;;;;;;
NOR1267;Troms - Romsa - Tromssa ;Alle skoler;;;;;;;;;;;;;;;;;;;;;;;;;3,8;269;4,0;335;4,1;274;4,4;345;3,6;254;3,9;367;4,0;255;4,5;369
NOR1267;Troms - Romsa - Tromssa ;Bardufoss videregående skole;;;;;;;;;;;;;;;;;;;*;*;3,8;13;4,6;20;*;*;*;*;*;*;*;*;3,6;12;4,6;15;3,9;12;4,3;15
NOR1267;Troms - Romsa - Tromssa ;Heggen videregående skole;;;;;;;;;;;;;;;;;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;4,1;56;*;*;4,4;56
NOR1267;Troms - Romsa - Tromssa ;Kongsbakken videregående skole;;;;;;;;;;;;;;;;;*;*;*;*;4,5;69;4,8;106;4,5;56;4,3;102;4,4;56;4,6;106;3,9;54;4,1;83;4,4;55;4,8;83
NOR1267;Troms - Romsa - Tromssa ;Kvaløya videregående skole;;;;;;;;;;;;;;;;;3,5;8;4,4;11;*;*;*;*;*;*;*;*;*;*;*;*;*;*;3,6;20;*;*;4,9;20
NOR1267;Troms - Romsa - Tromssa ;Longyearbyen skole Videregående Avdeling;;;;;;;;;;;;;;;;;;;;;;;;;*;*;*;*;*;*;*;*;*;*;4,8;6;*;*;*;*
NOR1267;Troms - Romsa - Tromssa ;Nordkjosbotn videregående skole;;;;;;;;;;;;;;;;;3,5;6;4,2;9;4,5;6;4,7;11;3,5;12;3,8;6;4,0;12;4,8;6;*;*;*;*;*;*;*;*
NOR1267;Troms - Romsa - Tromssa ;Nord-Troms videregående skole avd Nordreisa;;;;;;;;;;;;;;;;;;;;;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*
NOR1267;Troms - Romsa - Tromssa ;Norges Toppidrettsgymnas Tromsø AS;;;;;;;;;;;;;;;;;3,8;8;*;*;*;*;*;*;3,9;16;4,1;18;4,7;16;*;*;*;*;*;*;*;*;*;*
NOR1267;Troms - Romsa - Tromssa ;Senja videregående skole avd Finnfjordbotn;;;;;;;;;;;;;;;;;3,6;11;4,3;6;3,5;24;4,0;23;3,3;22;3,9;29;4,1;22;4,4;31;3,0;26;3,4;41;3,6;26;4,2;42
NOR1267;Troms - Romsa - Tromssa ;Sjøvegan videregående skole;;;;;;;;;;;;;;;;;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;3,2;10;4,1;7;4,3;10;5,1;7
NOR1267;Troms - Romsa - Tromssa ;Tromsdalen videregående skole;;;;;;;;;;;;;;;;;*;*;3,9;14;3,7;46;4,2;50;3,5;51;3,7;50;4,0;51;4,2;51;3,8;50;3,6;87;3,7;50;3,9;88
NOR1267;Troms og Finnmark - Romsa ja Finnmárku - Tromssa ja Finmarkku (2020 - 2023);Alle skoler;;;;;;;;;;;;;;;;;3,9;109;4,4;155;3,9;360;4,3;498;;;;;;;;;;;;;;;;
NOR1267;Troms og Finnmark - Romsa ja Finnmárku - Tromssa ja Finmarkku (2020 - 2023);Alta videregående skole;;;;;;;;;;;;;;;;;*;*;4,7;9;*;*;*;*;;;;;;;;;;;;;;;;
NOR1267;Troms og Finnmark - Romsa ja Finnmárku - Tromssa ja Finmarkku (2020 - 2023);Bardufoss videregående skole;;;;;;;;;;;;;;;;;;;*;*;3,8;13;4,6;20;;;;;;;;;;;;;;;;
NOR1267;Troms og Finnmark - Romsa ja Finnmárku - Tromssa ja Finmarkku (2020 - 2023);Båtsfjord private videregående skole AS;;;;;;;;;;;;;;;;;;;*;*;*;*;*;*;;;;;;;;;;;;;;;;
NOR1267;Troms og Finnmark - Romsa ja Finnmárku - Tromssa ja Finmarkku (2020 - 2023);Hammerfest videregående skole;;;;;;;;;;;;;;;;;;;*;*;3,4;8;*;*;;;;;;;;;;;;;;;;
NOR1267;Troms og Finnmark - Romsa ja Finnmárku - Tromssa ja Finmarkku (2020 - 2023);Heggen videregående skole;;;;;;;;;;;;;;;;;*;*;*;*;*;*;*;*;;;;;;;;;;;;;;;;
NOR1267;Troms og Finnmark - Romsa ja Finnmárku - Tromssa ja Finmarkku (2020 - 2023);Kirkenes videregående skole;;;;;;;;;;;;;;;;;*;*;*;*;3,9;15;3,8;30;;;;;;;;;;;;;;;;
NOR1267;Troms og Finnmark - Romsa ja Finnmárku - Tromssa ja Finmarkku (2020 - 2023);Kongsbakken videregående skole;;;;;;;;;;;;;;;;;*;*;*;*;4,5;69;4,8;106;;;;;;;;;;;;;;;;
NOR1267;Troms og Finnmark - Romsa ja Finnmárku - Tromssa ja Finmarkku (2020 - 2023);Kvaløya videregående skole;;;;;;;;;;;;;;;;;3,5;8;4,4;11;*;*;*;*;;;;;;;;;;;;;;;;
NOR1267;Troms og Finnmark - Romsa ja Finnmárku - Tromssa ja Finmarkku (2020 - 2023);Lakselv videregående skole;;;;;;;;;;;;;;;;;*;*;*;*;*;*;*;*;;;;;;;;;;;;;;;;
NOR1267;Troms og Finnmark - Romsa ja Finnmárku - Tromssa ja Finmarkku (2020 - 2023);Longyearbyen skole Grunnskole;;;;;;;;;;;;;;;;;;;*;*;*;*;*;*;;;;;;;;;;;;;;;;
NOR1267;Troms og Finnmark - Romsa ja Finnmárku - Tromssa ja Finmarkku (2020 - 2023);Nordkapp videregående skole;;;;;;;;;;;;;;;;;*;*;*;*;*;*;4,5;6;;;;;;;;;;;;;;;;
NOR1267;Troms og Finnmark - Romsa ja Finnmárku - Tromssa ja Finmarkku (2020 - 2023);Nordkjosbotn videregående skole;;;;;;;;;;;;;;;;;3,5;6;4,2;9;4,5;6;4,7;11;;;;;;;;;;;;;;;;
NOR1267;Troms og Finnmark - Romsa ja Finnmárku - Tromssa ja Finmarkku (2020 - 2023);Nord-Troms videregående skole avd Nordreisa;;;;;;;;;;;;;;;;;;;;;*;*;*;*;;;;;;;;;;;;;;;;
NOR1267;Troms og Finnmark - Romsa ja Finnmárku - Tromssa ja Finmarkku (2020 - 2023);Norges Toppidrettsgymnas Tromsø AS;;;;;;;;;;;;;;;;;3,8;8;*;*;*;*;*;*;;;;;;;;;;;;;;;;
NOR1267;Troms og Finnmark - Romsa ja Finnmárku - Tromssa ja Finmarkku (2020 - 2023);Senja videregående skole avd Finnfjordbotn;;;;;;;;;;;;;;;;;3,6;11;4,3;6;3,5;24;4,0;23;;;;;;;;;;;;;;;;
NOR1267;Troms og Finnmark - Romsa ja Finnmárku - Tromssa ja Finmarkku (2020 - 2023);Sjøvegan videregående skole;;;;;;;;;;;;;;;;;*;*;*;*;*;*;*;*;;;;;;;;;;;;;;;;
NOR1267;Troms og Finnmark - Romsa ja Finnmárku - Tromssa ja Finmarkku (2020 - 2023);Tromsdalen videregående skole;;;;;;;;;;;;;;;;;*;*;3,9;14;3,7;46;4,2;50;;;;;;;;;;;;;;;;
NOR1267;Troms og Finnmark - Romsa ja Finnmárku - Tromssa ja Finmarkku (2020 - 2023);Vadsø videregående skole;;;;;;;;;;;;;;;;;*;*;*;*;3,6;7;*;*;;;;;;;;;;;;;;;;
NOR1267;Troms og Finnmark - Romsa ja Finnmárku - Tromssa ja Finmarkku (2020 - 2023);Vardø videregående skole;;;;;;;;;;;;;;;;;;;;;*;*;*;*;;;;;;;;;;;;;;;;
NOR1267;Trøndelag - Trööndelage;Alle skoler;;;;;;;;;;;;;;;;;3,8;406;4,1;617;4,0;721;4,5;931;3,6;690;3,9;1 014;4,0;695;4,5;1 025;3,6;695;4,0;924;4,0;700;4,4;930
NOR1267;Trøndelag - Trööndelage;Bybroen videregående skole AS;;;;;;;;;;;;;;;;;;;;;*;*;4,4;11;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*
NOR1267;Trøndelag - Trööndelage;Byåsen videregående skole;;;;;;;;;;;;;;;;;4,3;38;4,7;21;3,5;74;4,4;54;3,4;87;4,2;69;3,8;90;4,5;75;3,5;66;4,1;60;3,5;66;4,5;60
NOR1267;Trøndelag - Trööndelage;Charlottenlund videregående skole;;;;;;;;;;;;;;;;;4,3;24;5,1;25;3,7;79;4,6;65;3,7;56;4,1;89;3,9;57;4,4;89;3,5;69;3,7;54;3,8;70;4,1;55
NOR1267;Trøndelag - Trööndelage;Fosen videregående skole;;;;;;;;;;;;;;;;;3,7;6;4,5;17;3,7;6;4,4;18;3,3;9;3,5;13;3,8;9;3,8;13;*;*;*;*;*;*;*;*
NOR1267;Trøndelag - Trööndelage;Gauldal videregående skole;;;;;;;;;;;;;;;;;3,5;11;3,2;13;4,4;11;4,4;13;3,8;8;4,1;26;3,9;9;4,5;26;3,3;7;3,5;20;4,6;7;4,6;20
NOR1267;Trøndelag - Trööndelage;Grong videregående skole;;;;;;;;;;;;;;;;;*;*;*;*;*;*;*;*;*;*;3,4;10;*;*;4,3;10;*;*;*;*;*;*;*;*
NOR1267;Trøndelag - Trööndelage;Guri Kunna videregående skole avd Hitra;;;;;;;;;;;;;;;;;3,6;8;3,7;7;3,9;8;3,9;7;3,8;12;2,7;6;4,3;12;3,8;6;*;*;*;*;*;*;*;*
NOR1267;Trøndelag - Trööndelage;Heimdal videregående skole;;;;;;;;;;;;;;;;;3,2;57;3,5;55;3,9;57;4,1;55;3,6;44;3,8;61;3,9;44;4,5;61;3,5;40;3,7;75;3,6;40;4,0;75
NOR1267;Trøndelag - Trööndelage;Inderøy videregående skole;;;;;;;;;;;;;;;;;*;*;*;*;*;*;*;*;3,9;9;3,5;11;4,2;9;4,6;11;3,0;6;3,5;6;3,2;6;4,2;6
